manager;client_id;client;brand;general_plan;week_1;week_2;week_3;week_4;week_5
Рон Уизли;00-00001204;Клиент 82;Дары смерти;;;;;;
Рон Уизли;00-00002061;Клиент 292;Мантия-невидимка;;;;;;
Рон Уизли;00-00001620;Клиент 732;Дары смерти;;;;;;
Рон Уизли;00-00001620;Клиент 732;Кубок Огня;;;;;;
Рон Уизли;00-00001871;Клиент 776;Кубок Огня;;;;;;
Рон Уизли;00-00001707;Клиент 156;Кубок Огня;;;;;;
Рон Уизли;00-00001888;Клиент 207;Мантия-невидимка;;;;8180.00;;
Рон Уизли;00-00001002;Клиент 548;Кубок Огня;;;;;;
Рон Уизли;00-00001002;Клиент 548;Проявитель врагов;;;;;;
Рон Уизли;00-00001416;Клиент 93;Кубок Огня;;;;;;
Рон Уизли;00-00001688;Клиент 740;Кубок Огня;10000.00;;;;;
Рон Уизли;00-00000548;Клиент 55;Кубок Огня;10000.00;;;;10000.00;
Рон Уизли;00-00000548;Клиент 55;Карта Мародеров;;;;;;
Рон Уизли;00-00001750;Клиент 168;Кубок Огня;;;;;;
Рон Уизли;00-00002044;Клиент 288;Кубок Огня;;;;;;
Рон Уизли;00-00001332;Клиент 69;Кубок Огня;;;;;;
Рон Уизли;00-00001332;Клиент 69;Мантия-невидимка;;;-53740.00;;;
Рон Уизли;00-00001730;Клиент 162;Кубок Огня;;;;34567.00;;
Рон Уизли;00-00001466;Клиент 103;Кубок Огня;;;;;;
Рон Уизли;00-00001466;Клиент 103;Проявитель врагов;;;;;;
Рон Уизли;00-00001466;Клиент 103;Карта Мародеров;;;;;;
Рон Уизли;00-00001466;Клиент 103;Дары смерти;;;;;;
Рон Уизли;00-00001466;Клиент 103;Мантия-невидимка;;;;;;
Рон Уизли;00-00001829;Клиент 763;Кубок Огня;;;;;;
Рон Уизли;00-00001985;Клиент 259;Кубок Огня;;;;;;
Рон Уизли;00-00001761;Клиент 170;Мантия-невидимка;60000.00;;11118.00;8000.00;10000.00;20000.00
Рон Уизли;00-00001761;Клиент 170;Кубок Огня;;;;;;
Рон Уизли;00-00001761;Клиент 170;Карта Мародеров;;;;;;
Рон Уизли;00-00001761;Клиент 170;Дары смерти;;;;;;
Рон Уизли;00-00001047;Клиент 37;Кубок Огня;;;;;;
Рон Уизли;00-00001412;Клиент 91;Кубок Огня;5000.00;;;;6000.00;
Рон Уизли;00-00001412;Клиент 91;Дары смерти;;;;;;
Рон Уизли;00-00001749;Клиент 167;Кубок Огня;;;;;;
Рон Уизли;00-00001749;Клиент 167;Мантия-невидимка;;;;;;
Рон Уизли;00-00001749;Клиент 167;Дары смерти;;;;;;
Рон Уизли;00-00000458;Клиент 20;Кубок Огня;;;;;;
Рон Уизли;00-00001265;Клиент 145;Кубок Огня;10000.00;;;10000.00;;
Рон Уизли;00-00001265;Клиент 145;Дары смерти;;;;;;
Рон Уизли;00-00001170;Клиент 65;Карта Мародеров;;;;;;
Рон Уизли;00-00001170;Клиент 65;Кубок Огня;10000.00;;;;5000.00;
Рон Уизли;00-00001757;Клиент 169;Дары смерти;;;;;;
Рон Уизли;00-00001526;Клиент 116;Кубок Огня;10000.00;;;;;
Рон Уизли;00-00001800;Клиент 182;Кубок Огня;30000.00;;;;10000.00;10000.00
Рон Уизли;00-00001800;Клиент 182;Дары смерти;;;;;;
Рон Уизли;00-00001800;Клиент 182;Мантия-невидимка;;;;;;
Рон Уизли;00-00001949;Клиент 240;Кубок Огня;10000.00;;;;10000.00;
Рон Уизли;00-00001857;Клиент 771;Мантия-невидимка;;;;;;
Рон Уизли;00-00001857;Клиент 771;Кубок Огня;;;;;;
Рон Уизли;00-00001857;Клиент 771;Карта Мародеров;;;;;;
Рон Уизли;00-00001634;Клиент 733;Кубок Огня;;;;;;
Рон Уизли;00-00001972;Клиент 251;Кубок Огня;;;;;;
Рон Уизли;00-00001849;Клиент 770;Проявитель врагов;;;;;;
Рон Уизли;00-00001150;Клиент 63;Кубок Огня;;;;;;
Рон Уизли;00-00001845;Клиент 196;Мантия-невидимка;15000.00;;;15000.00;;
Рон Уизли;00-00001863;Клиент 775;Кубок Огня;;;;;;
Рон Уизли;00-00001695;Клиент 155;Кубок Огня;;;;;;
Рон Уизли;00-00001695;Клиент 155;Дары смерти;;;;;;
Рон Уизли;00-00001484;Клиент 107;Проявитель врагов;;;;;;
Рон Уизли;00-00001484;Клиент 107;Кубок Огня;;;;;;
Рон Уизли;00-00001484;Клиент 107;Карта Мародеров;;;;;;
Рон Уизли;00-00001484;Клиент 107;Мантия-невидимка;;;;;;
Рон Уизли;00-00001893;Клиент 209;Мантия-невидимка;;;;;;
Рон Уизли;00-00002042;Клиент 287;Кубок Огня;10000.00;;9545.00;;;
Рон Уизли;00-00001194;Клиент 610;Кубок Огня;;;;;;
Рон Уизли;00-00001194;Клиент 610;Дары смерти;;;;;;
Рон Уизли;00-00001194;Клиент 610;Мантия-невидимка;;;;;;
Рон Уизли;00-00001858;Клиент 773;Кубок Огня;;;;;;
Рон Уизли;00-00001858;Клиент 773;Мантия-невидимка;;;;;;
Рон Уизли;00-00001494;Клиент 110;Кубок Огня;10000.00;;;;;
Рон Уизли;00-00000969;Клиент 542;Кубок Огня;;;;;;
Рон Уизли;00-00000969;Клиент 542;Карта Мародеров;;;;;;
Рон Уизли;00-00000969;Клиент 542;Проявитель врагов;;;;;;
Рон Уизли;00-00001894;Клиент 210;Мантия-невидимка;15000.00;;;;15000.00;
Рон Уизли;00-00001847;Клиент 769;Проявитель врагов;;;;;;
Рон Уизли;00-00001738;Клиент 754;Кубок Огня;;;;;;
Рон Уизли;00-00001633;Клиент 128;Кубок Огня;;;;;;
Рон Уизли;00-00001633;Клиент 128;Мантия-невидимка;;;;;;
Рон Уизли;00-00001686;Клиент 152;Кубок Огня;40000.00;;;52289.60;;
Рон Уизли;00-00001540;Клиент 710;Кубок Огня;;;;;;
Рон Уизли;00-00001687;Клиент 741;Кубок Огня;;;;;;
Рон Уизли;00-00001687;Клиент 741;Карта Мародеров;;;;;;
